Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Tie Dye Butterfly Embroidery Crop Tee,SKU: swtee03200504790,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/08/15889045900362baa1fbb026cf8f866598c80d5b41_thumbnail_900x.webp,4.8,2850 Reviews,"[['', 'Did not think it was cropped but soft and great colors the butterfly is cute', '4.8'], ['', 'حبيته مرة ويناسب الصيف 💗 ولونه احلى من الصورة الي صورتها مع تصوير الجوال ما يبن لونه بالحقيقة وتصوير الجوال يخليه مبين فاتح مرة ، انصحكم تطلبونه', '4.8'], ['', 'little more cropped than i expected but still super cute and soft', '4.8']]",2850 Reviews,"Style: Casual
Color: Pink
Pattern Type: Animal, Tie Dye
Neckline: Round Neck
Length: Crop
Details: Embroidery
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Graphic Print Drop Shoulder Tee,SKU: swtee03200424230,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/30/1588213824356bc31d885d0c00f151b052a51f52e3_thumbnail_900x.webp,4.8,1709 Reviews,"[['', 'don’t size up it’s already oversized enough! love it', '4.8'], ['', 'Soooo pretty and big like I wanted', '4.8'], ['', '5’5 and got this in a large. Absolutely love it, so soft and comfy. 10/10 would recommend.', '4.8']]",1709 Reviews,"Style: Casual
Color: Black
Pattern Type: Graphic
Neckline: Round Neck
Length: Regular
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 35% Cotton, 65% Polyester
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Color Block Letter Graphic Longline Tee,SKU: swtee04200521688,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/16/15923063015db4e934a3949b956a10883d54ce3a16_thumbnail_900x.webp,4.9,174 Reviews,"[['', 'This top is really pretty, however not sure what it says... hopefully nothing offensive.', '4.9'], ['', 'I got xs and it’s very oversized get the regular size you are or you can even downsize', '4.9'], ['', 'Cute', '4.9']]",174 Reviews,"Style: Casual
Color: Multicolor
Pattern Type: Letter, Colorblock
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Mountain & Slogan Graphic Tee,SKU: swtee03200428932,US$12.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/15/158951675104c4ee8ae44dd33c0377e37a2978db68_thumbnail_900x.webp,4.9,1245 Reviews,"[['', 'Not sure if its suppose to fit looser or not? I usually wear a medium but ordered a small after falling the size chart for this item. It still fits a bit looser than I expected but that may be the way its meant to fit. If you want it to fit more snugly, order a size down. I dont mind my shirts fitting a bit loser though! And the design is super cute. The color doesnt show as well in my photo but it looks just like the listings image! Very happy with this. The material is what youd expect when think of a typical tshirt.', '4.9'], ['', 'Cute', '4.9'], ['', 'Great. Longer tee.', '4.9']]",1245 Reviews,"Style: Casual
Color: Grey
Pattern Type: Graphic, Slogan
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
SHEIN Men Graphic Print Colorblock Tee,SKU: smtop07200528770,US$12.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/17/1592360342fb1e5d8798c0fec81dee2f396e5df11e_thumbnail_900x.webp,4.9,83 Reviews,"[['', 'super cute! my boyfriend is a big fan, been trying to get him to expand his clothing and he loves this shirt!', '4.9'], ['', 'I ordered a large cause I wanted the loose feeling and it’s perfect', '4.9'], ['', 'I ordered one for me and my man and he loves it', '4.9']]",83 Reviews,"Style: Street
Color: Black and White
Pattern Type: Letter, Animal
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Become the Change Butterfly Graphic Longline Tee,SKU: swtee04200520803,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/08/15916009162dbcf1581dab2ca7fd8bea4039fa0d0e_thumbnail_900x.webp,None,2713 Reviews,"[['', 'Love ittttt, with cycling shorts and belt its sooo hot', 'None'], ['', 'cute design but way too oversized', 'None'], ['', 'Super cute oversized tee, super comfy but slightly see through.', 'None']]",2713 Reviews,"A slub knit longline tee featuring a front butterfly graphic with “Become the Change” text, a crew neck, dropped shoulders, and short sleeves. Pair this oversized T-shirt with checkered print biker shorts, a fanny pack, and sneakers to complete the edgy, athleisure look."
SHEIN Colorblock Twist-Front Short Sleeve Tee,SKU: swtee07190614171,US$8.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/07/10/1562746572230304985_thumbnail_900x1199.png,5.0,9999+ Reviews,"[['', 'Size small and it fits great.', '5.0'], ['', 'A little bit baggy, but very pretty shirt. The knot makes the shirt awkward from a side angle and I look 9 months pregnant ngl but overall, good. Not 100% see through but the pink part is sort of if you look real close.', '5.0'], ['', 'very soft and would definitely recommend getting this shirt', '5.0']]",9999+ Reviews,"A knit tee featuring a colorblock design, crew neck, short sleeves, and an asymmetrical twist-front hem. Complete the look by pairing this T-shirt with black leggings and a navy green jacket."
Drop Shoulder Letter Graphic Tie Dye Tee,SKU: swtee04200710218,US$15.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/30/159607473805f445908fd79dd7b6fe695fb50cc93b_thumbnail_900x.webp,4.8,NEW,"[['', 'I was going for more of a street wear fashion type look, so this is exactly what I wanted:)', '4.8'], ['', 'This tee is definitely oversized to the point where you can size down. I went with an XS (usually a S) and I’m glad I did because it still looks oversized.', '4.8'], ['', 'My new favorite shirt I’m 210 and 5.7 got a large', '4.8']]",NEW,"Style: Casual
Color: Multicolor
Pattern Type: Letter, Tie Dye
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Cotton, 5% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Solid Rolled Short Sleeve Tee,SKU: RTSH170309118,US$7.00,NULL,https://img.shein.com/images/shein.com/201704/49/14916170983385689530_thumbnail_900x1199.webp,None,9999+ Reviews,"[['', 'Great basic white tee! I got a M because I wanted a looser comfortable fit. The material feels soft and it’s not see-through. This is perfect for the summer! You can wear it just as it is, you can tuck it into shorts or jeans, or you can also tie it into a knot in the front. All cute basic outfit ideas!', 'None'], ['', 'The fit is good and the material is nice and soft and stretchy. My breasts are a little big and the shirt was tight around my chest area. Other than that I like.', 'None'], ['', 'i am aware that i look like someone’s aunt :( i ordered a large so i could tuck it in easier [i couldn’t :( i think it would’ve been the same even if i ordered a medium] also whoever said it wasn’t see through is a phat liar i suggest you wear a black or nude bra bc i tried to wear pink and then a different white one and holy heck you could see them both clearly', 'None']]",9999+ Reviews,"Get back to the basics with this knit tee featuring a scoop neck, short sleeves with rolled cuffs, and dropped shoulders. What’s great about this cute yet comfortable tee is it’s seasonless appeal. Pair with joggers and white sneakers to create a stylish, athleisure look."
SHEIN Drop Shoulder Figure Graphic Longline Tee,SKU: swtee07200610596,US$12.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/29/159339684650655be9af3c0b7db4d3f922165d927b_thumbnail_900x.webp,None,4412 Reviews,"[['', 'Even my Grandma loved it. Go a size down it’s really big usually i’m a large but i got a medium and it’s still oversized!', 'None'], ['', 'This shirt needs to go on your Must Have List! It is cute and comfy. You can style it many ways! I cant wait to wear it out!', 'None'], ['', 'Love this top! It is very oversized but pairing with biker shorts was my idea so it works perfect! The material is more athletic than you would think but it’s really nice! I am 5’4 and 130lbs.', 'None']]",4412 Reviews,"Style: Casual
Color: Dusty Pink
Pattern Type: Figure
Neckline: Round Neck
Length: Long
Sleeve Length: Three Quarter Length Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Cotton, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Figure & Slogan Oversized Tee,SKU: swtee00200515849,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/28/15906472737cec502de5382a57d7690bb8e0ec0c61_thumbnail_900x.webp,None,1658 Reviews,"[['', 'I WILL BE DOING A VIDEO ON THE CLOTHES I BROUGHT FEOM SHIEN!!!! 🦋ITS AN ORIGINAL IDEA🦋 I’m doing ‘omighty dupes’ so please check me out and subscribe if you enjoy my content!! 🥳🧚🏽\u200d♀️🎉💓 @ marah fitzgerald on YouTube x (ignore the weight and stuff I’ll explain in my video my sizes and stuff)', 'None'], ['', 'It’s really cute but it’s really thin and the picture isn’t that vibrant', 'None'], ['', 'Is true to size if the oversized fit is what you are looking for shame there isn’t an XS to make it a ‘normal fitting’ tee for people who are already a S but it still fits really nice. Good quality and nice print. I’m 4’10 and size 34DD (UK Bra sizing) and S has plenty of room also quite long.', 'None']]",1658 Reviews,"Style: Casual
Color: Black
Pattern Type: Figure, Slogan
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Half Popper Rib-knit Tee,SKU: swtee23200708467,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/13/1594627934bd93974fc68774d7c319a58ef4bb0e82_thumbnail_900x.webp,4.6,NEW,"[['', 'Just order a size up or if you got a muffin top im saving y’all the money cause sis I was looking like the pilsberry dough boy 😭😭😭', '4.6'], ['', 'It’s cropped so I got a medium I would of gotten a large Bc it’s cropped but super cute 💖', '4.6'], ['', 'reminds me of brandy', '4.6']]",NEW,"Style: Casual
Color: Green
Pattern Type: Plain
Neckline: Round Neck
Length: Crop
Details: Rib-Knit
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 100% Cotton
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Slim Fit
Placket Type: Half Placket"
Letter And Car Graphic Tee,SKU: swtee03200512470,US$10.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/12/15892722565c34166bdebf3a7a86d0cd920785f4c8_thumbnail_900x.webp,4.8,247 Reviews,"[['', 'Very cute just like picture, I ordered a size large to fit oversized and it fits like medium recommend ordering 2 sizes up if you want the oversized look.', '4.8'], ['', 'Keep in mind that this shirt isn’t oversized, so if you want an oversized fit size up!! The graphic is amazing and the material is really soft. I usually get a medium but I got an XL because I wanted an oversized fit and I read the shirt was regular size. However, the shirt fits like a long. For reference, I’m 5’4 and the shirt rests right at the top of my hips. It’s a great shirt though and it’s good quality!', '4.8'], ['', 'got this shirt to match my new jordans goes with it perfect & fits nice', '4.8']]",247 Reviews,"Style: Casual
Color: Black
Pattern Type: Letter, Graphic
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 97% Polyester, 3% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Lightning Print Oversized Tee,SKU: swtee04200402549,US$7.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/20/15873492498dfdb7b3fa29ec67c8824283fbd8499f_thumbnail_900x.webp,4.8,1484 Reviews,"[['', 'SIZE DOWN!!!!!!! i got a small & fit me great, if you want it extremely oversized then you can just get your normal size, but this small feels like a large// go checkout my tiktok lol @skylerrosser for the video', '4.8'], ['', 'It’s has a different material than u think. For the rest everything is perfect', '4.8'], ['', 'super cute and nice material this is a small and it fits my dad 😂', '4.8']]",1484 Reviews,"Style: Casual
Color: White
Pattern Type: Geometric
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 100% Polyester
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Letter Graphic Oversized Tee,SKU: swtee03200303602,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/03/03/1583222870423a08fbba41daa64b6497a1b9dca1d0_thumbnail_900x.webp,None,4138 Reviews,"[['', 'it’s an oversized tee so DEFINITELY size down I would have been good w/ an XS but it’s super cute', 'None'], ['', 'This definitely was oversized! It had a thin material (not see through) and the graphic is paper feeling. I still love and recommend this!', 'None'], ['', 'Just like the picture and good materialistic , but the logo isn’t centered on mine. Also don’t dry, even on delicate, because it will shrink.', 'None']]",4138 Reviews,"Style: Casual
Color: Grey
Pattern Type: Letter
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 100% Cotton
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Round Neck Solid Tee,SKU: swtee00200106641,US$9.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/01/06/157830980509ab7835a8325cd0c34817e366ea6ffc_thumbnail_900x.webp,None,1463 Reviews,"[['', 'Awesome cropped tee! I want more! Sizing is perfect for me. Very comfortable. Its not loose fitting as it might appear in the model photo. I want more colours of this shirt.', 'None'], ['', 'Would size up if your looking for a loose fit', 'None'], ['', 'The shirt is very cropped but it is still really good! It fits me super well.', 'None']]",1463 Reviews,"Style: Basics
Color: Black
Pattern Type: Plain
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers
Lining: No"
SHEIN Round Neck Graphic Print Tee,SKU: swtee07200421936,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/21/15874742543409136e802c78fd1bacce4ff1b991e6_thumbnail_900x.webp,4.9,2096 Reviews,"[['', 'I’m just trying to get my points😂... but umm it’s cute!', '4.9'], ['', 'TRUE REVIEW: THIS SHIRT IS A 10/10 RECOMMEND. IT IS exactly like the picture and the texture is EXTREMELY SOFT. The picture is literally perfect and clear and it’s amazing.', '4.9'], ['', 'AMAZING. This tee is perfect if you want cute cheap streetwear that is still fashionable. Got a L to get that nice oversized look. In love. Message me on IG for more info @annefignole', '4.9']]",2096 Reviews,"Style: Casual
Color: White
Pattern Type: Graphic, Slogan
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
California Dreams Graphic Tee,SKU: swtee00190613911,US$9.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/07/01/1561969633939658050_thumbnail_900x1199.webp,None,5330 Reviews,"[['', 'Very comfy, weird nice material :)', 'None'], ['', 'New fav T-shirt', 'None'], ['', 'so comfy and cute to go out or to be comfy in', 'None']]",5330 Reviews,"A knit T-shirt dress featuring front car and palm trees graphics with “California Dreams” text, a crew neck, dropped shoulders, and short sleeves. This casual yet cute T-shirt can be dressed up or down. Complete the look by pairing this tee with fishnet tights, jean shorts, white booties, and a fedora hat."
Butterfly And Letter Graphic Oversized Tee,SKU: swtee02200302272,US$17.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/03/06/15834628473c8ec9ede5f7b9a755715de3fb27818c_thumbnail_900x.webp,None,9999+ Reviews,"[['', 'super cute! it’s very oversized like it’s named so size down if you don’t want it super loose.', 'None'], ['', 'Love the tshirts you can wear it so many different ways 😍😍', 'None'], ['', 'supper cute! it fits well, i have a bigger chest so I ordered a large and it was still oversized but not too big either. I love it!', 'None']]",9999+ Reviews,"Style: Casual
Color: Beige
Pattern Type: Letter, Animal
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 30% Polyester, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
SHEIN Tie Dye Oversized Longline Tee,SKU: swtee07200609968,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/01/1593569034a36811533506179e8596b1e252c55467_thumbnail_900x.webp,4.7,47 Reviews,"[['', 'I normally order medium in tops but since it said it was oversized I sized down to a small. It’s still quite big and oversized. It’s almost like a xl shirt on me. I still love it though. The material is thicker like a normal t shirt.', '4.7'], ['', 'Great material! I got a large for an oversized fit', '4.7'], ['', 'I honestly purchased this to sleep in. So ordered my usual size large. But would have ordered a medium if I would wear as an outfit So it wouldn’t be too oversized', '4.7']]",47 Reviews,"Style: Casual
Color: Black and White
Pattern Type: Tie Dye
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Cotton, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Graffiti Print Dropped Shoulder Tee,SKU: swtee04200429297,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/20/1589968924aaaf087f981c30c212a8b5db9088a02f_thumbnail_900x.webp,4.8,792 Reviews,"[['', 'This shirt is so flattering when you get it oversized, it screams Billie eilish vibes.', '4.8'], ['', 'Nooo it’s see through', '4.8'], ['', 'Recommend, really cute. Size down', '4.8']]",792 Reviews,"Make a statement in this knit tee featuring a graffiti print, a crew neck, dropped shoulders, and short sleeves. Pair this oversized T-shirt with checkered print biker shorts, a fanny pack, and sneakers to complete the edgy, athleisure look."
